state_code,county_code,site_number,pollutant_standard,date_local,co_ppm,aqi,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change,geometry,sample_date,year
08,031,0002,CO 8-hour 1971,2017-02-19,0.425,8,DENVER - CAMP,2105 BROADWAY,Colorado,Denver,Denver,19740,"Denver-Aurora-Lakewood, CO",2023-02-05,"c(-104.987625, 39.751184)",2017-02-19,2017
08,031,0002,CO 1-hour 1971,2017-02-20,0.291667,NA,DENVER - CAMP,2105 BROADWAY,Colorado,Denver,Denver,19740,"Denver-Aurora-Lakewood, CO",2021-11-06,"c(-104.987625, 39.751184)",2017-02-20,2017
08,031,0002,CO 8-hour 1971,2017-02-20,0.270833,5,DENVER - CAMP,2105 BROADWAY,Colorado,Denver,Denver,19740,"Denver-Aurora-Lakewood, CO",2023-02-05,"c(-104.987625, 39.751184)",2017-02-20,2017
08,031,0002,CO 1-hour 1971,2017-02-21,0.258333,NA,DENVER - CAMP,2105 BROADWAY,Colorado,Denver,Denver,19740,"Denver-Aurora-Lakewood, CO",2021-11-06,"c(-104.987625, 39.751184)",2017-02-21,2017
08,031,0002,CO 8-hour 1971,2017-02-21,0.275,5,DENVER - CAMP,2105 BROADWAY,Colorado,Denver,Denver,19740,"Denver-Aurora-Lakewood, CO",2023-02-05,"c(-104.987625, 39.751184)",2017-02-21,2017
08,031,0002,CO 1-hour 1971,2017-02-22,0.325,NA,DENVER - CAMP,2105 BROADWAY,Colorado,Denver,Denver,19740,"Denver-Aurora-Lakewood, CO",2021-11-06,"c(-104.987625, 39.751184)",2017-02-22,2017
08,031,0002,CO 8-hour 1971,2017-02-22,0.3125,5,DENVER - CAMP,2105 BROADWAY,Colorado,Denver,Denver,19740,"Denver-Aurora-Lakewood, CO",2023-02-05,"c(-104.987625, 39.751184)",2017-02-22,2017
08,031,0002,CO 1-hour 1971,2017-02-23,0.3,NA,DENVER - CAMP,2105 BROADWAY,Colorado,Denver,Denver,19740,"Denver-Aurora-Lakewood, CO",2021-11-06,"c(-104.987625, 39.751184)",2017-02-23,2017
08,031,0002,CO 8-hour 1971,2017-02-23,0.316667,5,DENVER - CAMP,2105 BROADWAY,Colorado,Denver,Denver,19740,"Denver-Aurora-Lakewood, CO",2023-02-05,"c(-104.987625, 39.751184)",2017-02-23,2017
08,031,0002,CO 1-hour 1971,2017-02-24,0.3375,NA,DENVER - CAMP,2105 BROADWAY,Colorado,Denver,Denver,19740,"Denver-Aurora-Lakewood, CO",2021-11-06,"c(-104.987625, 39.751184)",2017-02-24,2017
08,031,0002,CO 8-hour 1971,2017-02-24,0.295833,5,DENVER - CAMP,2105 BROADWAY,Colorado,Denver,Denver,19740,"Denver-Aurora-Lakewood, CO",2023-02-05,"c(-104.987625, 39.751184)",2017-02-24,2017
